State,District,Village,Rainfall_Level,Humidity_Level,Flood_Risk,Air_Temperature_C,Water_pH,Turbidity,Dissolved_Oxygen,BOD,COD,Nitrate,Fecal_Coliform,Arsenic,Lead,Sanitation_Coverage(%),Sewage_Treatment_Quality,Wind_Speed_kmh,Solar_Radiation_Wm2,Land_Use_Type,Waste_Management_Quality,Population_Density_per_km2,Total_Dissolved_Solids,Chloride,Sulphate,Ammonia,Heavy_Metals_Index,Water_Temperature_C,Overall_Risk_Level
Manipur,Kakching,Kakching_Village_8,Moderate,Moderate,High Risk,10.3,6.63,0.19,8.66,2.04,16.82,45.78,194,0.026,0.001,12,Moderate,30.8,279.1,Industrial,Good,2900,901.14,81.89,147.14,0.18,0.46,16.2,High
Manipur,Kakching,Kakching_Village_9,High,High Risk,Low,10.3,6.24,7.47,7.74,3.25,17.4,38.87,384,0.011,0.008,82,Good,9.5,418.1,Industrial,Good,2597,326.12,158.24,322.92,2.81,3.69,15.1,High Risk
Manipur,Kakching,Kakching_Village_10,High Risk,Low,Low,17.3,8.22,7.44,9.33,4.32,6.86,42.37,158,0.039,0.004,44,Poor,12.8,69.0,Industrial,Moderate,2756,1223.78,41.39,208.21,1.24,2.61,25.6,High Risk
Manipur,Kakching,Kakching_Village_11,High Risk,High Risk,High,33.3,7.98,3.61,7.0,0.84,10.55,40.7,176,0.002,0.001,92,Moderate,2.6,219.7,Rural,Moderate,2329,1290.62,78.76,320.13,0.8,1.77,31.2,High Risk
Manipur,Kakching,Kakching_Village_12,Moderate,Moderate,High Risk,18.7,8.1,1.52,3.12,1.17,8.05,34.25,45,0.002,0.028,16,Moderate,25.3,593.4,Urban,Good,2598,1019.6,217.04,203.55,1.36,0.8,8.5,Moderate
Manipur,Kakching,Kakching_Village_13,Moderate,Very Low,Very Low,30.8,7.13,7.26,7.75,1.2,1.48,12.87,384,0.059,0.034,67,Poor,2.2,706.1,Rural,Moderate,397,1074.17,226.56,137.47,1.57,3.69,33.4,High Risk
Manipur,Kakching,Kakching_Village_14,Moderate,High,Moderate,12.1,7.76,0.69,8.55,5.59,14.22,37.04,480,0.072,0.024,55,Good,30.2,440.4,Rural,Moderate,4700,842.75,185.06,194.44,1.43,2.13,8.4,High
Manipur,Kakching,Kakching_Village_15,Low,Low,Moderate,16.0,6.41,3.48,7.2,2.01,14.15,38.98,484,0.06,0.035,20,Good,26.9,431.1,Agricultural,Good,4307,315.07,92.34,166.22,0.44,2.07,6.4,Very Low
Manipur,Kakching,Kakching_Village_16,High,Low,High Risk,10.7,7.81,3.86,8.85,5.03,14.29,11.26,234,0.038,0.041,12,Good,31.5,908.9,Rural,Poor,554,413.84,28.7,10.65,1.69,2.69,18.3,High Risk
Manipur,Kakching,Kakching_Village_17,High,High,High Risk,32.7,7.74,6.37,9.28,0.31,13.31,37.72,354,0.003,0.016,84,Good,34.6,498.1,Rural,Poor,4982,128.89,58.39,211.94,0.59,2.25,22.0,High Risk
Manipur,Kakching,Kakching_Village_18,Moderate,Very Low,High Risk,34.2,7.44,5.42,9.37,2.99,16.93,34.94,247,0.029,0.016,82,Poor,9.8,402.1,Industrial,Poor,2253,742.63,119.76,374.78,2.7,4.94,9.6,High Risk
Manipur,Kakching,Kakching_Village_19,Moderate,High Risk,Very Low,14.2,7.31,3.73,7.25,3.84,11.91,34.45,74,0.058,0.017,60,Poor,10.6,216.4,Urban,Poor,246,558.27,69.04,0.8,1.8,1.61,33.6,High
Manipur,Kakching,Kakching_Village_20,Moderate,High,Low,27.7,8.09,4.69,4.74,1.94,5.24,4.97,104,0.007,0.026,20,Moderate,1.4,691.0,Rural,Moderate,3430,1257.04,39.17,81.17,2.85,3.84,20.7,High Risk
Manipur,Kamjong,Kamjong_Village_1,High Risk,Low,Moderate,29.0,7.22,7.77,5.87,2.04,19.28,26.02,111,0.05,0.025,74,Poor,9.9,697.0,Industrial,Poor,3720,146.14,200.97,359.54,1.45,0.81,24.9,High
Manipur,Kamjong,Kamjong_Village_2,High Risk,Low,High,25.2,6.68,2.96,9.04,1.99,7.61,8.82,263,0.083,0.035,71,Moderate,13.8,620.7,Rural,Good,1426,1284.65,161.6,337.79,0.15,4.71,16.7,High Risk
Manipur,Kamjong,Kamjong_Village_3,High,High Risk,High Risk,25.5,8.33,9.39,2.89,5.19,10.78,27.66,216,0.015,0.021,87,Moderate,0.4,923.2,Industrial,Good,156,227.68,244.3,150.97,0.38,0.02,21.3,High Risk
Manipur,Kamjong,Kamjong_Village_4,Low,High Risk,High,22.6,7.38,6.12,5.27,0.78,3.63,48.79,108,0.052,0.049,33,Poor,25.1,544.8,Rural,Poor,2728,689.7,30.33,9.92,1.32,2.53,12.3,High Risk
Manipur,Kamjong,Kamjong_Village_5,Moderate,Very Low,High,25.3,7.68,2.21,4.31,0.1,12.21,25.52,211,0.02,0.015,47,Moderate,15.1,215.9,Agricultural,Good,2558,433.76,36.19,127.14,2.48,2.78,21.4,High
Manipur,Kamjong,Kamjong_Village_6,High,Very Low,Very Low,20.7,6.04,1.18,5.72,0.34,0.99,38.47,165,0.019,0.011,44,Good,1.3,371.1,Industrial,Good,1135,1404.81,160.88,279.53,2.47,2.74,29.1,High Risk
Manipur,Kamjong,Kamjong_Village_7,High,High Risk,High Risk,31.8,7.43,2.74,7.2,1.4,13.36,15.76,100,0.033,0.031,93,Good,20.0,264.1,Industrial,Good,3854,1310.93,96.26,229.97,1.86,4.08,12.1,High Risk
Manipur,Kamjong,Kamjong_Village_8,Moderate,Moderate,Very Low,34.5,6.26,9.11,7.58,5.0,16.12,30.14,359,0.062,0.022,30,Moderate,23.3,712.8,Industrial,Poor,269,1026.81,24.63,377.16,1.49,2.65,21.6,High Risk
Manipur,Kamjong,Kamjong_Village_9,Very Low,Moderate,Very Low,23.8,8.36,4.87,4.74,1.56,2.69,37.67,279,0.084,0.041,57,Poor,34.2,467.8,Rural,Good,2344,822.16,21.7,11.54,2.36,4.02,7.9,High Risk
Manipur,Kamjong,Kamjong_Village_10,High Risk,High,Very Low,30.6,7.08,9.12,9.92,1.62,13.17,24.63,264,0.071,0.031,31,Moderate,31.9,750.8,Rural,Good,743,866.78,154.41,187.74,2.3,4.8,33.4,High Risk
Manipur,Kamjong,Kamjong_Village_11,Low,High Risk,Moderate,33.8,6.97,5.07,7.55,0.65,1.88,49.5,255,0.045,0.013,1,Moderate,8.2,901.7,Agricultural,Moderate,3974,921.9,73.61,229.21,2.03,2.67,26.0,High Risk
Manipur,Kamjong,Kamjong_Village_12,Very Low,Moderate,High,12.2,7.28,4.73,5.33,1.15,4.48,2.67,110,0.039,0.048,13,Poor,27.2,740.4,Urban,Moderate,2195,680.98,80.55,205.82,2.62,1.4,10.3,High Risk
Manipur,Kamjong,Kamjong_Village_13,Moderate,Very Low,Very Low,13.8,6.72,7.44,5.82,3.82,14.81,29.73,27,0.03,0.003,44,Good,37.1,527.0,Urban,Poor,795,1239.82,60.23,296.45,2.88,4.77,30.8,High Risk
Manipur,Kamjong,Kamjong_Village_14,Very Low,Very Low,Very Low,12.7,8.3,1.74,3.99,2.05,6.71,24.23,498,0.09,0.017,67,Poor,4.1,750.5,Rural,Good,1281,1104.3,128.88,24.58,2.38,4.76,24.0,High Risk
Manipur,Kamjong,Kamjong_Village_15,Low,High Risk,High Risk,16.5,6.83,6.35,7.72,0.81,16.39,32.43,270,0.059,0.043,74,Poor,38.8,115.4,Urban,Poor,1480,349.78,14.3,383.87,1.23,0.44,24.4,High
Manipur,Kamjong,Kamjong_Village_16,Low,Moderate,High Risk,15.0,8.49,7.95,9.65,5.21,7.02,36.94,375,0.058,0.021,97,Moderate,24.3,812.5,Urban,Moderate,2591,449.36,13.65,20.23,2.41,4.82,5.8,High Risk
Manipur,Kamjong,Kamjong_Village_17,High,Low,Very Low,21.4,7.96,5.46,2.44,0.3,1.11,24.82,84,0.083,0.04,17,Moderate,7.0,370.5,Industrial,Poor,3295,780.91,118.46,266.18,2.02,4.82,12.9,High Risk
Manipur,Kamjong,Kamjong_Village_18,Very Low,High,High Risk,30.7,7.97,9.77,5.78,2.04,3.4,41.0,471,0.077,0.009,28,Poor,36.7,66.4,Urban,Good,2391,731.53,107.81,131.36,2.01,0.51,23.2,High Risk
Manipur,Kamjong,Kamjong_Village_19,Moderate,Low,High Risk,10.1,8.0,8.31,8.31,5.06,12.58,40.79,286,0.031,0.029,50,Good,2.9,758.4,Rural,Poor,2278,1351.94,99.43,63.97,0.56,1.91,19.7,High Risk
Manipur,Kamjong,Kamjong_Village_20,High,Very Low,Moderate,19.4,7.09,4.85,3.28,5.68,10.97,29.04,448,0.081,0.049,60,Moderate,11.1,81.5,Urban,Poor,4030,427.18,159.7,339.84,2.8,4.66,29.3,High Risk
Manipur,Kangpokpi,Kangpokpi_Village_1,Moderate,Moderate,High Risk,19.6,7.68,4.64,4.67,2.97,11.44,45.64,364,0.082,0.033,63,Moderate,23.7,814.3,Urban,Poor,4700,301.21,67.04,65.59,2.7,2.38,18.5,High
Manipur,Kangpokpi,Kangpokpi_Village_2,High Risk,Low,Very Low,19.6,8.5,5.69,7.64,2.7,6.21,20.48,213,0.033,0.022,80,Poor,30.7,262.5,Rural,Good,4211,1317.18,120.73,72.3,2.69,4.55,30.4,High Risk
Manipur,Kangpokpi,Kangpokpi_Village_3,Moderate,High Risk,Low,34.5,6.43,3.57,6.19,4.82,16.16,49.05,343,0.0,0.016,68,Good,15.4,696.3,Urban,Poor,4287,974.8,161.47,203.86,1.26,1.36,25.0,High
Manipur,Kangpokpi,Kangpokpi_Village_4,High Risk,Low,High,32.9,8.31,3.38,6.43,4.03,7.89,49.72,260,0.09,0.008,30,Good,32.9,277.4,Agricultural,Moderate,788,101.64,220.74,314.86,1.98,2.55,6.1,High Risk
Manipur,Kangpokpi,Kangpokpi_Village_5,High,Low,Very Low,23.8,6.26,0.06,7.81,4.62,18.88,49.2,264,0.071,0.04,14,Good,32.1,878.3,Industrial,Poor,2892,343.81,8.8,194.55,1.6,4.52,9.9,High Risk
Manipur,Kangpokpi,Kangpokpi_Village_6,Low,High Risk,Low,18.5,8.03,3.33,3.44,0.96,8.88,44.61,454,0.099,0.04,67,Poor,17.3,423.0,Urban,Moderate,4229,725.97,115.85,222.03,1.99,1.03,19.6,High
Manipur,Kangpokpi,Kangpokpi_Village_7,High Risk,Low,High,25.8,8.01,0.76,8.14,3.07,7.03,37.71,485,0.001,0.025,37,Good,21.2,263.9,Rural,Poor,1094,1383.89,1.41,360.2,0.23,4.66,18.0,High Risk
Manipur,Kangpokpi,Kangpokpi_Village_8,High Risk,High,High Risk,29.1,7.25,0.38,8.14,4.6,15.34,37.26,301,0.099,0.007,28,Moderate,18.1,128.6,Rural,Moderate,397,570.11,115.7,247.14,1.61,3.5,6.2,High Risk
Manipur,Kangpokpi,Kangpokpi_Village_9,Very Low,High Risk,High,28.1,6.08,8.46,2.79,5.08,7.79,16.69,293,0.091,0.004,43,Moderate,34.9,469.0,Urban,Good,2866,90.91,214.47,375.62,2.73,0.31,16.0,High Risk
Manipur,Kangpokpi,Kangpokpi_Village_10,Moderate,High,Very Low,13.6,6.82,4.53,2.49,0.77,0.74,31.27,51,0.068,0.035,4,Good,22.1,847.2,Industrial,Poor,3436,1361.58,42.02,179.69,1.54,1.49,32.9,Moderate
Manipur,Kangpokpi,Kangpokpi_Village_11,Very Low,Very Low,High,34.4,8.2,1.38,6.74,2.97,11.03,38.95,454,0.076,0.032,2,Poor,17.2,251.0,Industrial,Moderate,3953,452.87,158.85,137.12,2.14,0.84,17.0,High
Manipur,Kangpokpi,Kangpokpi_Village_12,High,Very Low,Very Low,32.2,7.72,0.82,9.86,2.26,1.31,43.34,382,0.034,0.016,6,Moderate,4.0,207.3,Urban,Good,1355,761.59,88.86,299.55,2.78,2.78,9.1,High Risk
Manipur,Kangpokpi,Kangpokpi_Village_13,Very Low,Low,Moderate,27.4,8.39,2.33,2.52,2.38,11.22,49.33,308,0.03,0.037,92,Moderate,3.0,875.5,Urban,Moderate,400,1275.74,168.59,29.08,0.06,4.89,17.7,High
Manipur,Kangpokpi,Kangpokpi_Village_14,High Risk,Very Low,Moderate,33.6,7.36,1.63,4.24,0.87,14.13,15.96,197,0.068,0.044,16,Moderate,26.6,505.8,Urban,Moderate,2467,520.66,54.52,67.63,2.41,1.32,11.7,High Risk
Manipur,Kangpokpi,Kangpokpi_Village_15,Moderate,Very Low,Low,24.2,7.68,9.44,5.05,0.28,17.76,2.3,94,0.035,0.017,0,Moderate,29.8,692.9,Urban,Good,4684,565.46,154.06,88.17,2.31,3.39,10.5,High Risk
Manipur,Kangpokpi,Kangpokpi_Village_16,Very Low,Moderate,High Risk,11.8,6.75,0.85,6.24,2.11,6.26,9.14,281,0.043,0.034,99,Poor,30.4,422.6,Agricultural,Moderate,2849,721.06,61.3,347.88,0.8,0.0,18.1,High
Manipur,Kangpokpi,Kangpokpi_Village_17,Low,Very Low,High,19.3,7.29,6.74,9.78,5.87,8.14,6.4,153,0.065,0.029,91,Good,0.0,225.3,Rural,Good,3633,741.52,68.85,93.93,0.44,1.95,26.3,High Risk
Manipur,Kangpokpi,Kangpokpi_Village_18,High,High,Moderate,31.8,6.11,7.68,3.73,2.13,17.43,43.91,65,0.073,0.002,68,Good,16.1,913.9,Agricultural,Moderate,3208,436.83,107.12,33.44,1.34,4.76,14.0,High
Manipur,Kangpokpi,Kangpokpi_Village_19,High,High Risk,Moderate,20.7,8.27,9.23,5.79,3.25,4.85,3.29,10,0.021,0.017,21,Poor,39.8,612.1,Urban,Good,2608,163.43,145.32,240.93,2.76,0.01,9.8,High Risk
Manipur,Kangpokpi,Kangpokpi_Village_20,High,Very Low,Low,33.5,8.07,1.7,9.66,4.99,15.62,8.38,357,0.03,0.018,74,Good,28.5,103.1,Rural,Good,479,1008.15,170.34,26.02,2.43,2.55,22.7,High Risk
Manipur,Noney,Noney_Village_1,High,High Risk,High,11.0,6.26,0.68,7.82,5.48,10.7,32.1,391,0.083,0.003,85,Good,4.2,692.8,Urban,Good,3736,1477.42,38.15,215.97,1.17,1.13,28.5,High Risk
Manipur,Noney,Noney_Village_2,Very Low,Moderate,High Risk,22.6,7.0,8.2,9.51,0.58,12.99,15.45,12,0.042,0.021,40,Good,19.6,110.8,Agricultural,Moderate,4830,678.06,135.78,154.67,1.65,1.23,12.6,High Risk
Manipur,Noney,Noney_Village_3,Low,High Risk,Low,28.4,7.29,8.86,8.63,2.68,12.38,25.43,461,0.032,0.014,42,Moderate,16.4,922.5,Urban,Poor,4230,347.88,226.63,88.26,1.63,2.04,32.5,High
Manipur,Noney,Noney_Village_4,Very Low,Low,Low,19.7,6.52,9.7,7.64,2.37,13.77,10.05,140,0.058,0.043,44,Moderate,1.3,298.4,Agricultural,Good,4163,213.86,218.18,317.25,2.02,0.56,33.7,High
Manipur,Noney,Noney_Village_5,Low,High,Very Low,33.5,6.39,4.29,2.12,1.91,19.95,25.03,81,0.064,0.001,85,Poor,0.3,341.2,Urban,Good,3991,1489.1,150.04,341.99,2.51,0.34,29.8,Moderate
Manipur,Noney,Noney_Village_6,High,Moderate,High Risk,28.5,6.8,4.31,7.02,0.33,17.14,19.24,408,0.064,0.023,28,Moderate,32.3,665.6,Urban,Good,3130,368.38,195.88,214.94,0.81,4.91,33.8,High Risk
Manipur,Noney,Noney_Village_7,High,High Risk,High,33.9,7.07,2.5,8.0,5.75,15.68,46.36,394,0.026,0.043,91,Good,20.8,996.4,Rural,Good,82,1237.47,216.26,189.9,2.57,1.14,19.1,High Risk
Manipur,Noney,Noney_Village_8,Very Low,Moderate,Low,32.2,7.67,2.42,6.73,0.69,3.85,22.24,358,0.06,0.02,31,Poor,27.7,61.1,Industrial,Poor,2849,1294.71,189.92,315.36,2.0,0.45,5.5,High
Manipur,Noney,Noney_Village_9,High Risk,Moderate,Very Low,30.0,7.62,6.63,5.03,1.83,6.05,49.37,146,0.034,0.037,86,Good,14.8,850.3,Agricultural,Moderate,2013,1136.75,119.09,182.08,0.89,0.01,21.0,High Risk
Manipur,Noney,Noney_Village_10,High,Moderate,High,16.8,8.04,2.29,6.31,2.82,6.59,4.07,1,0.043,0.021,66,Poor,17.3,282.0,Urban,Poor,3450,1454.63,5.45,376.11,0.82,4.93,29.2,High Risk
Manipur,Noney,Noney_Village_11,Moderate,Very Low,Very Low,30.5,6.68,0.76,5.63,3.46,8.22,40.05,130,0.047,0.035,8,Good,29.6,836.9,Rural,Good,703,1016.22,175.13,269.9,0.68,2.94,26.6,High
Manipur,Noney,Noney_Village_12,High,Very Low,Moderate,18.6,7.24,6.75,7.67,5.77,10.41,39.8,393,0.04,0.022,86,Moderate,32.3,152.7,Agricultural,Good,2486,623.8,43.92,347.62,0.94,3.97,8.1,High Risk
Manipur,Noney,Noney_Village_13,High,Very Low,High Risk,12.0,8.13,5.66,8.16,5.6,11.48,37.33,462,0.007,0.037,13,Moderate,0.2,469.2,Urban,Poor,2938,393.98,169.07,259.97,1.74,4.6,26.2,High Risk
Manipur,Noney,Noney_Village_14,Moderate,Low,Low,15.8,6.42,2.8,6.56,1.23,13.56,15.81,202,0.081,0.038,69,Poor,21.9,567.8,Rural,Good,1620,819.46,71.01,125.3,2.82,2.38,31.4,High
Manipur,Noney,Noney_Village_15,Low,Very Low,Low,32.1,7.45,7.67,9.01,1.16,4.26,30.0,24,0.076,0.034,67,Moderate,23.3,566.7,Rural,Moderate,4570,377.21,198.95,248.01,1.49,3.9,14.2,Moderate
Manipur,Noney,Noney_Village_16,High,Moderate,High,24.4,8.27,7.02,2.54,0.97,7.96,47.68,414,0.073,0.044,42,Good,5.0,250.3,Urban,Moderate,3222,1334.82,30.7,393.16,2.94,0.43,22.6,High Risk
Manipur,Noney,Noney_Village_17,Low,High Risk,Low,22.5,8.45,3.1,2.48,2.61,12.63,28.02,98,0.081,0.011,89,Moderate,16.2,688.7,Urban,Poor,3815,490.45,49.5,215.8,1.74,0.87,22.7,Low
Manipur,Noney,Noney_Village_18,High,High Risk,High,12.0,8.43,0.57,8.48,0.04,16.43,1.63,457,0.057,0.015,31,Poor,8.1,858.5,Agricultural,Moderate,2733,661.73,38.07,268.44,1.49,2.25,18.6,High Risk
Manipur,Noney,Noney_Village_19,High,High Risk,High Risk,21.4,6.56,6.95,5.45,2.14,10.13,33.25,345,0.019,0.016,51,Poor,23.8,821.4,Agricultural,Poor,4438,223.8,240.41,147.08,0.94,2.71,7.8,High Risk
Manipur,Noney,Noney_Village_20,Moderate,High Risk,Moderate,10.8,6.32,1.91,4.48,2.94,4.39,18.61,285,0.08,0.024,63,Good,4.3,249.6,Rural,Poor,1507,145.49,9.44,190.4,0.09,4.62,5.9,Moderate
Manipur,Pherzawl,Pherzawl_Village_1,Low,Moderate,Very Low,10.7,6.61,4.4,4.53,0.05,2.16,48.57,34,0.003,0.02,75,Good,30.5,904.1,Urban,Poor,1575,738.12,139.01,2.04,2.03,1.41,5.1,Moderate
Manipur,Pherzawl,Pherzawl_Village_2,High,Moderate,Moderate,10.6,8.49,8.0,7.24,3.26,4.3,20.32,99,0.017,0.023,63,Good,1.8,729.3,Urban,Moderate,3938,423.47,35.84,232.19,0.92,4.72,20.9,High Risk
Manipur,Pherzawl,Pherzawl_Village_3,Low,Low,Low,18.4,8.22,4.26,7.62,4.36,11.0,8.63,120,0.069,0.01,37,Poor,24.3,609.2,Industrial,Poor,1283,1323.47,68.78,132.18,2.93,2.73,5.7,High Risk
Manipur,Pherzawl,Pherzawl_Village_4,Very Low,Moderate,Moderate,25.7,6.93,4.86,7.07,5.72,5.08,21.52,374,0.087,0.017,4,Poor,12.8,734.0,Industrial,Moderate,2455,1098.76,133.12,37.67,2.98,3.46,17.9,High Risk
Manipur,Pherzawl,Pherzawl_Village_5,Very Low,Moderate,Moderate,19.3,8.49,7.17,8.13,4.36,8.91,45.79,178,0.016,0.006,65,Good,16.8,667.0,Urban,Poor,4684,1305.36,22.72,43.19,0.71,1.24,33.4,High Risk
Manipur,Pherzawl,Pherzawl_Village_6,Low,Very Low,High,31.8,7.03,3.16,6.04,1.85,13.77,36.1,309,0.076,0.028,74,Moderate,11.6,995.7,Industrial,Poor,2801,345.07,67.75,2.39,1.62,0.08,6.5,High
Manipur,Pherzawl,Pherzawl_Village_7,Very Low,Moderate,High,22.8,6.26,4.37,5.08,2.92,19.63,39.27,47,0.06,0.037,39,Moderate,25.2,139.9,Rural,Poor,1276,1056.57,40.97,165.35,1.61,0.67,31.6,High
Manipur,Pherzawl,Pherzawl_Village_8,High Risk,Low,Moderate,17.2,6.02,6.47,5.63,2.92,10.9,39.0,344,0.074,0.048,18,Moderate,39.6,826.5,Urban,Moderate,3088,814.37,69.02,145.21,0.55,2.92,24.4,High Risk
Manipur,Pherzawl,Pherzawl_Village_9,High Risk,Moderate,Low,29.7,7.36,7.59,4.34,1.03,3.79,13.99,142,0.03,0.035,64,Poor,27.0,365.2,Agricultural,Poor,1792,1141.68,168.77,388.09,0.2,2.63,21.0,High Risk
Manipur,Pherzawl,Pherzawl_Village_10,Moderate,Low,Very Low,30.7,7.7,7.52,9.09,3.94,10.58,39.4,170,0.055,0.004,58,Poor,30.7,272.1,Rural,Poor,2346,475.01,119.04,69.46,0.85,0.86,9.2,High
Manipur,Pherzawl,Pherzawl_Village_11,Moderate,High,High,34.9,8.16,1.78,2.45,0.71,0.76,15.84,118,0.043,0.034,99,Moderate,4.6,449.6,Agricultural,Good,1167,1238.43,39.96,176.05,0.02,3.09,22.8,High Risk
Manipur,Pherzawl,Pherzawl_Village_12,Low,Moderate,Low,15.2,8.02,1.67,7.27,4.86,15.38,45.04,426,0.022,0.028,78,Moderate,1.5,594.3,Agricultural,Moderate,463,383.01,185.78,322.62,1.64,3.99,18.3,High Risk
Manipur,Pherzawl,Pherzawl_Village_13,Low,Moderate,High Risk,18.6,8.17,2.78,5.36,5.68,4.53,24.38,370,0.064,0.004,11,Moderate,35.0,262.1,Industrial,Good,3781,358.73,185.26,329.31,2.1,3.2,17.6,High Risk
Manipur,Pherzawl,Pherzawl_Village_14,Moderate,High Risk,Low,30.1,7.9,7.82,3.84,4.15,4.63,47.7,13,0.073,0.027,60,Good,17.8,212.0,Urban,Good,2979,54.1,81.05,189.5,1.66,2.31,26.5,High
Manipur,Pherzawl,Pherzawl_Village_15,Very Low,High Risk,Moderate,27.5,6.02,8.82,2.51,0.87,9.2,1.11,186,0.088,0.038,32,Poor,33.6,727.3,Agricultural,Good,2760,983.94,107.86,290.24,1.73,4.15,15.9,High Risk
Manipur,Pherzawl,Pherzawl_Village_16,High Risk,Very Low,Very Low,33.6,7.7,1.01,9.22,3.95,14.72,43.63,257,0.071,0.001,83,Moderate,6.2,973.0,Urban,Poor,727,756.82,97.57,20.67,0.21,0.29,31.6,High Risk
Manipur,Pherzawl,Pherzawl_Village_17,Very Low,High Risk,Low,20.1,6.46,7.36,3.43,2.43,3.4,34.91,335,0.025,0.002,97,Good,13.7,57.8,Urban,Poor,2894,539.69,82.12,357.74,0.8,0.65,23.3,High
Manipur,Pherzawl,Pherzawl_Village_18,Moderate,Very Low,High,15.0,6.94,5.48,5.61,5.44,8.79,49.69,92,0.006,0.021,14,Moderate,28.0,695.2,Industrial,Moderate,4385,930.37,165.73,398.38,0.05,0.56,21.3,High Risk
Manipur,Pherzawl,Pherzawl_Village_19,Very Low,High,Low,12.8,6.44,0.65,3.49,5.07,16.38,2.91,387,0.085,0.042,93,Good,17.7,140.1,Agricultural,Poor,187,59.8,33.41,67.33,2.54,1.3,7.2,High
Manipur,Pherzawl,Pherzawl_Village_20,Moderate,Low,High,10.4,7.24,8.06,9.99,2.46,13.83,46.09,112,0.009,0.002,77,Poor,26.0,914.4,Rural,Poor,4867,1199.61,132.45,153.19,1.57,3.02,23.3,High Risk
Manipur,Senapati,Senapati_Village_1,Very Low,High Risk,Moderate,23.7,6.01,7.85,8.37,3.87,4.35,24.94,313,0.078,0.014,36,Poor,32.0,277.6,Agricultural,Moderate,288,535.53,228.12,397.07,2.83,2.87,19.3,High Risk
Manipur,Senapati,Senapati_Village_2,Low,Very Low,High Risk,13.2,8.22,5.62,6.95,3.1,16.78,8.62,461,0.072,0.047,83,Good,3.9,943.8,Agricultural,Moderate,2528,422.79,87.32,339.4,0.64,0.66,9.1,High Risk
Manipur,Senapati,Senapati_Village_3,Moderate,Low,High,27.8,7.47,1.11,8.31,2.76,13.83,31.29,339,0.038,0.018,64,Poor,8.6,414.6,Agricultural,Good,553,777.84,148.12,139.95,2.66,3.07,21.2,High Risk
Manipur,Senapati,Senapati_Village_4,Very Low,High,Low,34.9,6.33,3.46,2.36,1.66,0.87,21.08,154,0.054,0.004,70,Moderate,18.4,904.6,Rural,Moderate,2020,235.48,141.11,131.18,0.04,0.1,33.3,Very Low
Manipur,Senapati,Senapati_Village_5,High,High,Low,10.2,6.2,0.03,2.45,2.4,4.27,4.69,242,0.012,0.021,49,Moderate,7.0,403.4,Urban,Moderate,1550,163.71,236.93,123.18,2.86,2.69,26.9,High
Manipur,Senapati,Senapati_Village_6,High Risk,High,High Risk,20.6,6.75,9.95,3.98,4.0,12.31,4.27,290,0.025,0.035,32,Poor,30.4,299.3,Rural,Poor,994,254.62,193.12,335.18,1.52,4.97,25.1,High Risk
Manipur,Senapati,Senapati_Village_7,Very Low,High,High,19.6,7.94,2.06,3.28,0.42,15.7,17.27,380,0.037,0.017,76,Poor,27.7,618.0,Urban,Poor,4772,524.5,151.25,64.99,1.75,1.83,6.7,High Risk
Manipur,Senapati,Senapati_Village_8,Moderate,Very Low,High,16.7,7.66,5.51,5.7,4.81,9.74,22.43,498,0.029,0.005,71,Moderate,19.8,327.0,Agricultural,Moderate,778,1252.9,54.26,190.79,0.41,1.61,24.2,High Risk
Manipur,Senapati,Senapati_Village_9,Moderate,Moderate,Moderate,23.4,6.37,2.44,5.75,1.21,3.56,46.87,242,0.082,0.014,93,Good,5.1,364.9,Agricultural,Moderate,2743,966.27,2.31,304.84,1.21,1.06,7.3,Moderate
Manipur,Senapati,Senapati_Village_10,Low,Low,Very Low,21.7,6.46,3.8,4.78,4.72,19.92,10.14,333,0.031,0.03,1,Moderate,0.1,372.7,Urban,Moderate,1283,1405.16,76.64,223.75,3.0,1.07,31.8,High Risk
Manipur,Senapati,Senapati_Village_11,High Risk,Low,Low,26.7,6.91,0.21,2.87,3.72,12.77,20.37,460,0.045,0.034,57,Poor,27.7,382.4,Agricultural,Poor,2514,787.59,47.72,141.55,2.02,0.01,6.6,High Risk
Manipur,Senapati,Senapati_Village_12,Moderate,High Risk,Low,10.5,8.23,0.99,2.73,2.72,3.43,24.15,138,0.072,0.01,26,Good,30.6,783.4,Industrial,Moderate,3961,176.66,27.87,119.77,1.92,2.45,15.6,Moderate
Manipur,Senapati,Senapati_Village_13,Low,Low,Low,17.0,8.14,3.1,4.43,3.14,10.07,34.74,314,0.023,0.006,97,Moderate,21.3,382.9,Urban,Poor,3882,1184.61,50.78,183.29,2.93,2.27,21.8,High Risk
Manipur,Senapati,Senapati_Village_14,Low,Very Low,Low,29.0,8.27,2.28,5.99,4.07,8.73,8.03,339,0.05,0.044,55,Moderate,5.6,682.9,Agricultural,Moderate,3986,1374.75,13.64,318.41,1.77,3.74,28.4,High Risk
Manipur,Senapati,Senapati_Village_15,High Risk,High,High Risk,26.2,7.88,8.26,6.41,4.86,14.91,28.86,214,0.017,0.013,25,Good,2.6,357.1,Rural,Good,2418,1168.73,243.01,207.76,1.13,3.51,10.3,High Risk
Manipur,Senapati,Senapati_Village_16,High,High,High Risk,23.0,7.46,6.92,4.97,2.86,1.45,6.02,228,0.065,0.018,21,Poor,14.1,340.2,Urban,Poor,4610,1497.69,159.97,240.11,1.56,1.4,9.8,High Risk
