State,District,Village,Population,Pin_Code,Leptospirosis,Norovirus,Legionnaires_Disease,Dysentery_Bacillary,Typhoid_Fever,Rotavirus,Cholera,Giardiasis,Dysentery_Amoebic,Hepatitis_E,Hepatitis_A,Schistosomiasis,Cryptosporidiosis,Acute_Diarrhoeal_Disease,Poliomyelitis,E_coli_Diarrhea,Total_Patients
Assam,Karimganj,Karimganj_Village_3,9357,494976,6,18,1,12,14,28,7,9,10,1,3,0,3,48,1,16,177
Mizoram,Aizawl,Aizawl_Village_1,2529,705474,1,2,2,2,1,3,2,3,5,0,2,0,0,14,0,6,43
Arunachal Pradesh,Lower Dibang Valley,Lower Dibang Valley_Village_18,7018,735770,3,14,1,9,4,11,3,5,7,2,1,1,3,33,2,15,114
Meghalaya,West Jaintia Hills,West Jaintia Hills_Village_5,4589,912764,2,18,1,6,1,10,5,1,6,0,1,0,5,22,0,13,91
Mizoram,Aizawl,Aizawl_Village_9,8196,443187,8,15,0,10,11,19,5,14,12,1,5,0,2,46,0,16,164
Manipur,Ukhrul,Ukhrul_Village_4,719,198042,0,3,0,4,1,3,1,2,0,0,0,0,1,5,0,0,20
Manipur,Tamenglong,Tamenglong_Village_12,6981,147936,5,19,0,11,9,15,5,6,10,0,0,1,5,27,0,18,131
Assam,Baksa,Baksa_Village_14,7378,832168,1,21,2,14,5,16,3,8,10,2,3,0,1,41,0,15,142
Assam,Bokajan,Bokajan_Village_3,5755,684929,4,8,0,9,12,12,5,8,4,2,2,0,5,27,0,14,112
Arunachal Pradesh,Anjaw,Anjaw_Village_11,5141,991597,1,14,0,6,8,16,3,6,3,1,3,2,4,26,1,8,102
Assam,Barpeta,Barpeta_Village_19,8222,255813,3,20,1,14,13,25,4,6,6,4,1,0,5,51,0,15,168
Tripura,Sepahijala,Sepahijala_Village_10,9180,620465,4,24,0,15,14,25,13,12,8,5,4,2,2,47,1,8,184
Nagaland,Peren,Peren_Village_16,5438,862422,6,4,1,11,5,20,3,7,5,3,2,0,1,31,1,12,112
Tripura,Khowai,Khowai_Village_1,267,757128,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,1,6
Assam,Hojai,Hojai_Village_1,7442,534303,4,19,1,15,6,16,9,5,9,0,4,0,4,34,0,14,140
Sikkim,East Sikkim,East Sikkim_Village_9,787,684194,0,1,0,3,1,3,0,1,2,1,0,0,0,5,0,1,18
Assam,Morigaon,Morigaon_Village_7,1602,648913,0,0,0,6,4,6,2,2,1,0,0,1,1,9,0,2,34
Manipur,Chandel,Chandel_Village_9,6373,428993,3,18,0,5,8,15,4,3,13,2,2,0,5,42,0,17,137
Tripura,Sepahijala,Sepahijala_Village_4,3472,915749,2,5,1,3,3,13,3,1,3,1,3,0,0,10,0,5,53
Assam,Chirang,Chirang_Village_5,8897,626169,5,19,2,16,8,24,5,14,9,5,2,1,7,44,0,21,182
Nagaland,Zunheboto,Zunheboto_Village_8,3843,819656,2,6,1,5,4,5,2,8,5,3,1,0,1,23,0,5,71
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_3,1435,564656,0,4,0,1,0,6,2,2,3,0,0,1,1,7,0,1,28
Nagaland,Tuensang,Tuensang_Village_7,3826,778827,1,7,1,9,6,8,3,7,8,1,3,0,1,21,0,7,83
Mizoram,Saitual,Saitual_Village_20,3521,242723,2,10,1,6,3,8,1,3,4,0,0,0,3,16,0,6,63
Arunachal Pradesh,Namsai,Namsai_Village_2,4781,725113,2,11,0,7,4,12,5,5,3,1,1,0,3,21,0,10,85
Assam,Golaghat,Golaghat_Village_20,3155,386544,0,0,1,1,5,5,4,3,5,0,1,1,1,18,0,11,56
Nagaland,Kohima,Kohima_Village_5,9425,297377,4,21,0,17,7,23,9,6,17,0,4,0,5,53,0,11,177
Assam,Bongaigaon,Bongaigaon_Village_16,5106,130353,3,11,0,4,5,11,6,5,7,1,1,0,4,21,0,12,91
Manipur,Imphal West,Imphal West_Village_19,6843,967161,2,15,0,13,6,20,5,9,7,1,2,0,3,31,0,13,127
Arunachal Pradesh,Lepa Rada,Lepa Rada_Village_16,4211,598216,1,8,0,9,6,4,1,6,5,1,2,0,3,16,0,12,74
Arunachal Pradesh,Lohit,Lohit_Village_2,7732,841666,3,17,0,9,8,23,8,10,8,0,3,0,8,35,0,11,143
Arunachal Pradesh,Papum Pare,Papum Pare_Village_9,2846,665579,1,10,0,7,2,11,3,2,2,0,0,0,2,15,0,3,58
Nagaland,Mon,Mon_Village_13,2836,867541,3,9,1,2,4,4,1,6,5,0,0,1,1,17,0,3,57
Sikkim,Pakyong,Pakyong_Village_13,4092,635740,5,7,0,8,5,10,4,1,7,0,1,0,1,20,0,12,81
Arunachal Pradesh,Kra Daadi,Kra Daadi_Village_12,7851,864491,2,23,3,7,5,24,6,8,10,2,2,0,5,40,0,21,158
Tripura,South Tripura,South Tripura_Village_2,5050,376955,3,12,0,6,7,13,6,6,8,0,3,1,3,33,0,8,109
Tripura,South Tripura,South Tripura_Village_1,3987,578938,0,12,1,4,8,8,1,4,5,0,0,0,2,17,0,6,68
Mizoram,Champhai,Champhai_Village_10,7209,312146,5,14,0,14,5,18,8,4,3,1,2,0,1,36,0,15,126
Manipur,Noney,Noney_Village_3,2048,133782,0,0,0,1,3,6,1,5,2,2,2,0,0,10,0,5,37
Nagaland,Niuland,Niuland_Village_1,1077,206176,1,0,0,2,0,2,0,3,1,0,0,0,0,5,0,2,16
Nagaland,Tseminyu,Tseminyu_Village_19,5930,460971,2,7,0,10,8,20,2,9,6,2,1,0,0,29,1,13,110
Assam,Tamulpur,Tamulpur_Village_9,2394,377319,2,6,0,10,0,5,3,3,3,0,0,0,1,16,0,4,53
Assam,Dhubri,Dhubri_Village_5,2617,926952,2,6,0,6,2,2,1,2,3,0,1,0,0,9,0,9,43
Manipur,Imphal West,Imphal West_Village_15,3250,114768,2,6,0,7,3,6,5,5,1,2,0,0,3,14,0,3,57
Mizoram,Lunglei,Lunglei_Village_17,2934,485548,3,8,0,10,0,5,2,0,1,2,0,1,0,11,0,3,46
Arunachal Pradesh,Lower Siang,Lower Siang_Village_10,5267,799287,3,10,0,5,3,18,4,3,9,0,2,0,6,18,0,14,95
Tripura,Sepahijala,Sepahijala_Village_9,2827,141319,2,7,0,6,0,7,4,1,4,0,1,0,0,15,0,5,52
Nagaland,Niuland,Niuland_Village_17,4981,185916,1,10,1,6,2,13,4,6,3,1,0,0,6,26,0,15,94
Manipur,Kamjong,Kamjong_Village_13,4369,956113,4,9,0,12,8,20,4,9,6,2,1,0,5,21,0,9,110
Nagaland,Tseminyu,Tseminyu_Village_20,2879,978343,3,6,1,7,3,6,2,0,5,1,3,1,0,15,0,10,63
Assam,Karbi Anglong,Karbi Anglong_Village_18,2517,466813,2,6,0,5,2,12,5,2,5,0,0,0,3,14,0,7,63
Meghalaya,West Jaintia Hills,West Jaintia Hills_Village_10,3780,545807,3,8,0,5,2,5,1,5,5,1,0,0,2,17,0,7,61
Manipur,Imphal West,Imphal West_Village_20,7207,640310,2,10,2,19,4,10,7,13,10,2,1,0,7,30,1,6,124
Nagaland,Shamator,Shamator_Village_10,5457,382507,1,5,0,8,5,8,9,8,4,2,1,1,0,28,1,13,94
Nagaland,Dimapur,Dimapur_Village_12,1637,393366,3,6,0,3,1,4,1,2,3,0,1,0,0,6,0,6,36
Assam,Biswanath,Biswanath_Village_8,6930,145767,4,8,0,11,9,17,9,8,9,2,5,2,6,33,0,15,138
Meghalaya,Eastern West Khasi Hills,Eastern West Khasi Hills_Village_9,2436,304607,2,4,0,5,2,6,3,1,2,0,2,1,3,11,0,7,49
Sikkim,Soreng,Soreng_Village_11,7220,392670,4,12,0,12,11,18,9,7,7,4,1,0,7,36,0,21,149
Arunachal Pradesh,Longding,Longding_Village_16,2696,350132,0,8,0,5,3,7,1,1,1,1,0,1,4,18,1,5,56
Arunachal Pradesh,Changlang,Changlang_Village_14,6997,527398,3,20,0,11,6,18,7,4,11,2,0,2,3,34,0,13,134
Mizoram,Saiha,Saiha_Village_3,6244,310418,3,17,1,9,6,10,7,8,5,1,1,0,2,36,1,17,124
Tripura,Unakoti,Unakoti_Village_6,7016,719446,4,11,0,15,4,14,7,4,13,2,0,0,2,30,0,19,125
Meghalaya,North Garo Hills,North Garo Hills_Village_5,8323,722651,6,11,0,11,5,37,6,7,5,5,5,1,3,36,0,13,151
Assam,South Salmara-Mankachar,South Salmara-Mankachar_Village_19,7832,813145,5,13,0,13,12,12,9,9,10,2,3,0,8,30,0,16,142
Meghalaya,Ri Bhoi,Ri Bhoi_Village_11,2394,428399,2,5,1,6,1,3,3,3,2,0,2,0,0,11,0,4,43
Manipur,Senapati,Senapati_Village_3,4377,313214,0,12,2,7,4,7,6,6,11,1,2,1,5,19,1,6,90
Nagaland,Kohima,Kohima_Village_8,8235,139807,1,15,1,9,10,19,3,5,8,3,1,1,6,53,0,17,152
Assam,Karbi Anglong,Karbi Anglong_Village_11,5682,169113,2,10,2,7,4,10,5,5,2,1,2,0,3,24,0,10,87
Assam,Goalpara,Goalpara_Village_17,6305,951201,3,15,0,14,5,14,6,5,6,0,2,1,1,36,0,9,117
Nagaland,Noklak,Noklak_Village_6,3256,567429,3,10,0,2,1,8,4,7,6,1,1,0,1,13,0,11,68
Arunachal Pradesh,Changlang,Changlang_Village_9,1520,245095,1,5,0,3,0,3,2,0,0,1,1,0,1,8,0,3,28
Nagaland,Peren,Peren_Village_8,7557,281276,5,15,2,20,4,22,7,9,9,1,3,0,3,41,0,15,156
Manipur,Kakching,Kakching_Village_3,2388,601410,2,8,0,4,3,6,4,4,3,2,2,0,2,12,1,5,58
Arunachal Pradesh,Changlang,Changlang_Village_1,4250,980660,0,7,0,7,10,10,8,4,6,0,1,0,2,26,0,6,87
Meghalaya,North Garo Hills,North Garo Hills_Village_20,4171,441716,0,8,1,11,4,11,2,7,6,2,2,0,1,28,0,7,90
Meghalaya,West Khasi Hills,West Khasi Hills_Village_6,1606,221707,1,7,1,3,2,3,0,2,3,1,0,0,1,4,0,6,34
Nagaland,Mon,Mon_Village_1,6404,468292,3,15,0,7,4,21,3,4,10,1,1,0,3,35,0,10,117
Arunachal Pradesh,Tawang,Tawang_Village_13,3811,571029,1,9,0,7,3,7,1,2,7,3,2,0,3,23,0,10,78
Assam,Kamrup Metropolitan,Kamrup Metropolitan_Village_18,2671,164879,0,0,1,3,4,3,0,0,4,0,0,0,1,19,0,8,43
Arunachal Pradesh,Upper Subansiri,Upper Subansiri_Village_12,2164,697347,2,7,0,2,2,8,0,1,1,0,1,0,0,12,0,8,44
Meghalaya,West Khasi Hills,West Khasi Hills_Village_14,7612,434400,4,12,0,9,8,16,8,9,5,1,1,1,2,39,0,11,126
Arunachal Pradesh,Lower Siang,Lower Siang_Village_1,7344,101773,1,12,3,13,10,16,5,6,7,2,3,0,2,32,0,11,123
Nagaland,Dimapur,Dimapur_Village_2,683,501320,0,0,0,2,0,2,0,0,0,0,0,0,0,2,0,2,8
Assam,Darrang,Darrang_Village_10,5151,780776,2,9,0,5,6,14,3,5,4,1,2,0,4,24,0,7,86
Assam,Karbi Anglong,Karbi Anglong_Village_2,3027,141043,1,7,0,5,2,4,2,3,4,0,0,1,2,15,0,5,51
Arunachal Pradesh,Upper Siang,Upper Siang_Village_19,3314,367095,1,2,0,2,4,5,1,3,3,1,0,0,1,18,0,4,45
Assam,Jorhat,Jorhat_Village_5,507,582087,0,1,1,0,0,1,0,0,1,0,0,0,0,3,0,1,8
Tripura,North Tripura,North Tripura_Village_19,1918,636435,0,4,1,7,2,3,1,3,3,0,0,0,0,9,0,4,37
Arunachal Pradesh,Kra Daadi,Kra Daadi_Village_19,8986,570405,3,27,0,13,10,27,9,8,8,3,0,0,5,42,0,16,171
Meghalaya,West Garo Hills,West Garo Hills_Village_14,6109,211726,4,8,1,7,3,9,5,4,5,3,2,0,4,25,0,16,96
Arunachal Pradesh,Shi Yomi,Shi Yomi_Village_20,4446,888295,6,9,0,4,3,9,1,6,9,2,0,0,3,21,0,15,88
Assam,Charaideo,Charaideo_Village_14,4306,810687,3,8,0,7,5,10,3,3,8,0,1,1,0,29,0,15,93
Nagaland,Kiphire,Kiphire_Village_12,4260,788772,1,10,0,4,2,8,6,4,6,0,1,0,1,21,0,6,70
Mizoram,Saitual,Saitual_Village_8,1765,629979,1,5,1,5,2,3,2,1,2,0,0,0,0,13,0,3,38
Assam,Baksa,Baksa_Village_19,9224,114338,4,20,3,6,6,20,5,9,17,1,5,0,0,44,1,20,161
Arunachal Pradesh,Kra Daadi,Kra Daadi_Village_20,2496,542374,2,8,0,3,2,8,0,0,1,1,0,0,2,17,0,4,48
Arunachal Pradesh,Kurung Kumey,Kurung Kumey_Village_13,5739,122056,2,9,1,7,7,15,5,6,6,1,2,1,3,31,0,10,106
Assam,Bajali,Bajali_Village_12,6890,449499,2,14,2,10,8,28,8,4,8,2,2,0,4,40,0,15,147
Arunachal Pradesh,Siang,Siang_Village_5,3641,815198,0,7,0,2,3,9,0,2,3,1,1,0,0,17,0,10,55
Assam,Dhubri,Dhubri_Village_4,4017,444519,2,10,2,7,4,9,4,8,4,1,2,0,0,28,0,7,88
Tripura,Sepahijala,Sepahijala_Village_17,8295,256389,2,9,1,19,13,21,1,14,14,0,2,1,3,43,0,18,161
Nagaland,Shamator,Shamator_Village_8,2401,415076,1,3,0,8,0,2,4,1,3,1,0,0,3,14,0,5,45
Manipur,Pherzawl,Pherzawl_Village_14,9013,596520,5,14,0,13,9,26,4,10,13,2,1,0,4,45,0,22,168
Arunachal Pradesh,Changlang,Changlang_Village_6,4881,345884,2,11,0,6,7,10,4,4,5,2,1,1,3,22,0,18,96
Mizoram,Serchhip,Serchhip_Village_4,7835,429287,3,19,0,10,9,23,13,13,6,1,1,2,5,38,0,12,155
Manipur,Jiribam,Jiribam_Village_4,2503,600646,2,6,0,3,6,8,4,3,2,0,0,1,1,8,0,2,46
Nagaland,Longleng,Longleng_Village_18,229,836109,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,5
Manipur,Senapati,Senapati_Village_19,8046,354377,2,18,0,8,8,20,3,5,9,3,3,0,1,42,0,19,141
Nagaland,Chümoukedima,Chümoukedima_Village_13,1428,122859,0,3,0,0,2,2,3,1,3,0,0,0,1,5,0,6,26
Tripura,Gomati,Gomati_Village_3,5649,761685,5,13,1,7,5,12,6,6,10,2,0,2,1,26,1,8,105
Assam,Dhemaji,Dhemaji_Village_15,3675,772875,0,8,0,7,5,9,1,5,4,1,4,0,3,14,0,8,69
Assam,Jorhat,Jorhat_Village_7,9633,550137,5,15,1,17,14,20,8,6,11,1,4,0,6,50,0,18,176
Arunachal Pradesh,West Siang,West Siang_Village_14,9100,837715,7,21,1,11,11,22,4,13,7,2,1,0,7,59,0,16,182
Manipur,Tamenglong,Tamenglong_Village_5,6086,423404,6,10,0,4,5,7,4,3,5,0,1,0,6,25,0,16,92
Assam,Barpeta,Barpeta_Village_14,6998,456385,8,14,1,8,4,22,9,7,5,3,4,1,6,29,0,8,129
Assam,Kokrajhar,Kokrajhar_Village_7,4868,888939,3,20,0,10,4,15,2,3,5,3,0,0,6,29,0,7,107
Arunachal Pradesh,Itanagar Capital Complex,Itanagar Capital Complex_Village_4,3883,779094,1,8,0,2,3,6,1,4,4,0,3,0,1,14,0,10,57
Meghalaya,South West Garo Hills,South West Garo Hills_Village_10,1333,958747,2,8,0,2,1,7,0,0,6,0,0,0,0,6,0,4,36
Mizoram,Saitual,Saitual_Village_1,8261,162804,3,16,0,13,3,27,6,3,10,0,4,0,9,48,0,16,158
Mizoram,Saiha,Saiha_Village_9,3401,868043,1,8,0,4,5,11,1,3,7,1,0,0,3,14,1,9,68
Assam,Charaideo,Charaideo_Village_6,6684,387813,6,18,1,10,6,20,3,7,11,1,4,0,2,25,0,14,128
Arunachal Pradesh,Tawang,Tawang_Village_4,1879,809570,0,7,0,5,4,3,0,1,1,1,0,0,0,11,0,5,38
Mizoram,Mamit,Mamit_Village_8,7070,335421,0,20,2,11,6,10,9,6,9,1,2,0,4,36,0,16,132
Arunachal Pradesh,Lower Dibang Valley,Lower Dibang Valley_Village_8,1041,364742,0,3,0,0,2,4,1,0,2,0,0,0,0,3,0,0,15
Manipur,Kakching,Kakching_Village_6,9198,593699,4,17,2,13,5,25,6,9,10,2,2,1,1,35,0,16,148
Arunachal Pradesh,Tawang,Tawang_Village_6,9874,542417,6,25,1,10,12,18,6,10,8,1,5,0,5,39,0,22,168
Manipur,Chandel,Chandel_Village_7,5525,794395,2,15,0,8,9,11,1,8,8,0,1,0,8,30,0,12,113
Assam,Karbi Anglong,Karbi Anglong_Village_20,6621,235215,4,13,2,7,8,18,3,12,4,3,3,0,2,35,0,10,124
Assam,Baksa,Baksa_Village_8,6127,752878,1,11,1,9,5,9,5,6,5,1,3,0,4,34,0,14,108
Arunachal Pradesh,Siang,Siang_Village_9,2732,348237,1,5,1,2,7,6,1,0,3,0,1,0,0,12,0,5,44
Assam,Sivasagar,Sivasagar_Village_4,6855,480959,2,7,1,8,10,14,5,9,5,1,3,0,6,38,0,10,119
Assam,Baksa,Baksa_Village_3,6822,639593,6,10,0,18,10,14,4,8,9,2,2,0,5,29,0,11,128
Arunachal Pradesh,Upper Siang,Upper Siang_Village_3,587,792094,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,6
Assam,Kamrup Metropolitan,Kamrup Metropolitan_Village_19,7581,208529,6,25,1,13,6,19,4,7,10,0,2,1,4,31,0,17,146
Nagaland,Niuland,Niuland_Village_12,262,548377,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,4
Assam,West Karbi Anglong,West Karbi Anglong_Village_1,5858,518084,3,8,1,11,7,11,1,5,12,1,1,0,2,22,0,12,97
Mizoram,Serchhip,Serchhip_Village_9,4541,993892,2,16,0,4,5,14,8,2,3,2,1,0,3,22,0,10,92
Nagaland,Niuland,Niuland_Village_20,6712,593821,2,9,1,10,6,18,6,8,14,2,0,0,2,35,0,10,123
Nagaland,Peren,Peren_Village_1,4060,599397,3,5,0,6,4,17,3,3,6,0,0,0,0,22,0,7,76
Mizoram,Hnahthial,Hnahthial_Village_11,1360,340068,0,2,0,1,3,4,4,2,1,0,0,1,0,7,0,2,27
Mizoram,Saitual,Saitual_Village_3,4784,197545,1,16,0,7,4,14,6,4,8,0,1,0,1,20,0,10,92
Assam,Jorhat,Jorhat_Village_3,6705,878086,2,12,1,11,11,15,8,9,8,2,2,2,1,27,0,13,124
Manipur,Kamjong,Kamjong_Village_14,249,882032,0,0,0,0,0,0,1,0,0,1,0,0,0,2,1,1,6
Sikkim,North Sikkim,North Sikkim_Village_5,995,680099,0,3,0,1,1,3,0,2,0,0,0,0,1,2,0,4,17
Mizoram,Mamit,Mamit_Village_16,3856,943409,3,9,0,5,6,9,1,6,3,0,2,0,0,15,0,8,67
Manipur,Ukhrul,Ukhrul_Village_7,7998,158840,1,15,0,11,5,16,9,10,7,3,3,0,0,38,0,18,136
Meghalaya,North Garo Hills,North Garo Hills_Village_6,3403,580102,1,6,0,5,3,7,2,5,2,0,0,0,0,13,0,2,46
Tripura,Sepahijala,Sepahijala_Village_20,1859,368322,1,3,0,3,0,8,3,3,2,0,1,0,1,15,0,4,44
Arunachal Pradesh,Lower Siang,Lower Siang_Village_17,3051,745414,1,8,0,5,7,6,1,3,7,1,0,0,1,16,0,7,63
Assam,Chirang,Chirang_Village_2,7007,284171,3,10,0,5,10,18,3,6,10,2,2,0,3,46,0,13,131
Mizoram,Serchhip,Serchhip_Village_1,9779,214266,2,22,2,18,9,36,10,6,12,0,2,0,7,44,0,17,187
Nagaland,Phek,Phek_Village_7,9832,710981,7,23,2,14,12,24,9,10,7,2,3,0,5,46,0,22,186
Sikkim,East Sikkim,East Sikkim_Village_18,7645,448098,6,6,0,8,5,19,7,8,9,2,1,1,2,34,0,23,131
Nagaland,Chümoukedima,Chümoukedima_Village_17,5632,228479,5,8,0,8,3,22,6,6,11,0,0,1,3,29,0,14,116
Arunachal Pradesh,Shi Yomi,Shi Yomi_Village_15,7451,742412,4,14,1,10,5,24,12,7,5,1,3,1,3,31,0,16,137
Manipur,Tamenglong,Tamenglong_Village_7,8601,621433,3,22,2,10,7,27,9,6,7,4,6,1,0,40,0,16,160
Manipur,Kakching,Kakching_Village_4,2709,577079,1,7,0,5,1,8,0,2,2,0,2,0,2,21,0,9,60
Nagaland,Chümoukedima,Chümoukedima_Village_4,1751,584487,1,6,0,2,0,5,1,0,3,0,2,0,0,6,1,3,30
Assam,Darrang,Darrang_Village_12,2490,147549,2,4,0,6,1,8,0,4,2,0,0,0,1,19,0,9,56
Meghalaya,East Garo Hills,East Garo Hills_Village_2,5352,116418,6,13,1,10,7,12,2,8,6,1,3,1,4,27,0,11,112
Assam,Bongaigaon,Bongaigaon_Village_13,1812,897305,0,5,0,2,3,7,1,2,2,0,0,0,0,7,0,6,35
Arunachal Pradesh,Namsai,Namsai_Village_5,3330,189771,3,7,1,3,2,6,2,8,4,0,0,0,3,18,0,1,58
Meghalaya,West Garo Hills,West Garo Hills_Village_18,4619,207197,3,6,0,6,4,9,2,8,2,1,0,1,2,22,0,8,74
Assam,Biswanath,Biswanath_Village_15,5639,205239,3,14,0,6,5,9,4,3,5,0,1,0,3,21,1,15,90
Sikkim,Pakyong,Pakyong_Village_16,6549,536801,2,14,2,8,9,22,10,5,9,0,4,0,4,30,1,20,140
Manipur,Kangpokpi,Kangpokpi_Village_13,3848,975373,1,6,1,12,4,12,0,3,6,0,2,1,2,17,0,9,76
Assam,Cachar,Cachar_Village_3,3150,278240,0,6,0,2,2,9,5,2,2,4,0,0,2,14,0,3,51
Mizoram,Saiha,Saiha_Village_18,5238,208998,1,10,0,6,4,6,6,4,5,1,0,0,7,40,0,14,104
Manipur,Tengnoupal,Tengnoupal_Village_14,994,901467,0,1,0,0,0,2,2,2,0,0,1,0,0,4,1,1,14
Meghalaya,East Jaintia Hills,East Jaintia Hills_Village_5,5947,658136,4,20,0,7,7,14,4,11,6,0,3,1,7,29,0,10,123
Arunachal Pradesh,Siang,Siang_Village_8,9373,526117,5,19,2,16,9,23,7,11,10,0,3,0,5,50,0,24,184
Mizoram,Kolasib,Kolasib_Village_19,4893,759104,2,9,0,6,1,11,7,5,6,0,3,0,1,21,0,8,80
Assam,West Karbi Anglong,West Karbi Anglong_Village_10,4954,502810,2,11,1,7,1,12,1,8,4,2,3,0,6,22,0,15,95
Arunachal Pradesh,Kurung Kumey,Kurung Kumey_Village_9,6318,559381,3,5,1,8,8,16,7,6,8,4,0,0,4,33,0,15,118
Mizoram,Khawzawl,Khawzawl_Village_7,2493,888996,1,9,0,4,2,11,0,4,5,1,0,1,0,15,0,5,58
Arunachal Pradesh,Pakke-Kessang,Pakke-Kessang_Village_7,2704,757924,0,3,0,3,0,4,2,4,4,0,0,0,1,10,1,4,36
Manipur,Noney,Noney_Village_18,9661,726962,4,23,2,9,14,31,7,12,11,1,6,3,2,43,0,17,185
Tripura,Gomati,Gomati_Village_9,2795,613358,2,6,0,0,3,5,1,0,2,0,1,0,0,15,0,7,42
Arunachal Pradesh,West Kameng,West Kameng_Village_5,911,865179,0,0,0,1,1,3,0,0,2,1,0,0,0,2,0,1,11
Manipur,Bishnupur,Bishnupur_Village_16,9580,834549,5,26,2,11,6,17,11,8,12,2,5,1,4,53,0,18,181
Nagaland,Niuland,Niuland_Village_18,7958,984756,2,12,2,13,9,18,8,12,5,3,3,0,7,44,0,20,158
Arunachal Pradesh,Lower Subansiri,Lower Subansiri_Village_5,1028,783823,0,1,0,1,1,1,1,2,1,0,0,0,0,6,0,1,15
Assam,Bajali,Bajali_Village_17,8317,402218,5,22,0,10,5,18,7,9,11,2,1,2,4,39,0,16,151
Assam,Hailakandi,Hailakandi_Village_12,5305,856648,1,7,2,8,7,11,3,6,9,1,1,0,2,30,0,6,94
Mizoram,Lawngtlai,Lawngtlai_Village_3,8991,663772,9,18,0,12,7,30,14,4,11,1,1,1,5,39,0,16,168
Manipur,Tengnoupal,Tengnoupal_Village_18,2674,109585,3,6,1,4,3,5,1,5,5,1,2,0,0,12,0,5,53
Arunachal Pradesh,Papum Pare,Papum Pare_Village_6,8517,738551,2,15,1,12,8,22,3,11,8,2,6,0,6,36,0,10,142
Manipur,Chandel,Chandel_Village_15,4238,392559,2,9,0,6,7,10,8,2,8,0,2,0,3,18,0,10,85
Nagaland,Niuland,Niuland_Village_15,1789,126985,0,4,0,4,1,7,0,2,4,0,1,0,1,5,0,3,32
Nagaland,Mon,Mon_Village_14,1428,673619,0,4,0,4,3,1,1,0,1,1,2,0,1,5,0,1,24
Mizoram,Saitual,Saitual_Village_16,6638,834764,4,18,1,15,5,18,2,6,8,2,4,0,4,25,0,7,119
Nagaland,Mokokchung,Mokokchung_Village_4,9465,209167,2,22,1,17,10,21,11,11,14,0,5,0,5,45,0,17,181
Arunachal Pradesh,Kamle,Kamle_Village_5,9516,751194,7,17,1,15,12,24,7,10,7,2,2,0,6,33,0,24,167
Meghalaya,East Khasi Hills,East Khasi Hills_Village_15,8566,883132,8,26,1,14,11,27,10,8,13,0,2,0,4,37,0,22,183
Nagaland,Zunheboto,Zunheboto_Village_20,5699,786224,4,16,2,4,7,16,10,7,9,2,1,0,4,25,0,17,124
Sikkim,East Sikkim,East Sikkim_Village_4,8366,568784,5,18,2,14,5,20,4,9,11,1,6,0,1,39,0,19,154
Assam,Dhubri,Dhubri_Village_19,1241,599380,0,0,0,1,2,3,2,1,0,0,0,0,2,2,0,2,15
Mizoram,Mamit,Mamit_Village_1,8536,102693,5,20,0,13,4,10,9,9,13,0,0,2,5,36,0,19,145
Nagaland,Wokha,Wokha_Village_1,4328,328808,1,12,1,5,5,11,1,3,7,0,2,0,3,20,0,6,77
Sikkim,Pakyong,Pakyong_Village_1,1069,802812,0,1,1,3,1,2,1,0,0,1,0,0,0,5,0,3,18
Mizoram,Lawngtlai,Lawngtlai_Village_12,7367,865416,5,23,0,8,5,20,5,8,9,1,2,1,5,31,0,10,133
Meghalaya,East Jaintia Hills,East Jaintia Hills_Village_15,2278,835499,1,3,0,3,3,5,1,1,3,0,2,1,1,13,0,9,46
Arunachal Pradesh,Longding,Longding_Village_3,3667,576786,1,9,0,2,4,10,3,2,5,1,2,0,1,13,0,8,61
Assam,Dibrugarh,Dibrugarh_Village_10,6780,546980,1,13,1,14,5,21,7,3,6,2,0,1,3,24,0,16,117
Mizoram,Mamit,Mamit_Village_13,6308,225200,3,16,0,6,9,17,4,7,13,2,1,0,3,20,0,9,110
Meghalaya,East Khasi Hills,East Khasi Hills_Village_7,4267,789545,2,9,1,8,5,11,3,2,6,1,1,0,1,17,0,2,69
Assam,Nagaon,Nagaon_Village_7,3186,950916,2,9,0,5,3,7,2,7,0,0,0,0,2,12,0,6,55
Assam,Nagaon,Nagaon_Village_11,917,929538,2,1,0,1,2,3,0,0,0,1,0,0,0,7,0,1,18
Sikkim,West Sikkim,West Sikkim_Village_15,6637,326061,2,14,1,9,9,15,7,3,16,3,2,0,3,31,0,15,130
Manipur,Jiribam,Jiribam_Village_16,5226,267475,3,13,1,8,3,9,5,7,1,2,1,0,2,16,0,14,85
Nagaland,Niuland,Niuland_Village_8,1013,511987,0,4,0,2,1,0,0,1,1,0,0,0,1,9,0,1,20
Nagaland,Mokokchung,Mokokchung_Village_13,3635,361662,0,2,0,3,1,11,1,6,3,0,1,0,0,21,0,5,54
Assam,Chirang,Chirang_Village_6,4665,970813,2,12,0,3,5,10,0,4,2,1,1,0,0,36,0,13,89
Arunachal Pradesh,Longding,Longding_Village_5,6411,391773,1,12,0,10,11,10,5,6,4,1,1,1,2,35,0,14,113
